time,tau_ref_traj,t_ld ,q_gear_meas,dq_meas,q_spring_meas,tau_sensor,rt_current,current_lpf,tau_mod
1.91352,-9.32015,0,-0.640725,0.0641396,0.0278993,-12.4484,-7.2,0,-11.1571
1.92199,-9.31495,0,-0.640149,0.0631808,0.0278993,-12.4622,-9.57647,0,-11.1485
1.93052,-9.30921,0,-0.63967,0.083602,0.0278993,-12.3797,-11.8,0,-11.1414
1.93858,-9.30407,0,-0.638999,0.0656736,0.0278034,-12.3843,-8.30588,0,-11.1313
1.94647,-9.29889,0,-0.638424,0.0613592,0.0278034,-12.3935,-8.44706,0,-11.1227
1.95477,-9.2936,0,-0.637848,0.0760279,0.0278034,-12.4026,-9.71765,0,-11.1141
1.9635,-9.28781,0,-0.637369,0.0652901,0.0278034,-12.421,-8.72941,0,-11.1069
1.97155,-9.28257,0,-0.636698,0.0651942,0.0278034,-12.3935,-9.74118,0,-11.0968
1.98104,-9.2773,0,-0.636123,0.0709466,0.0278034,-12.4439,-7.15294,0,-11.0882
1.98966,-9.27067,0,-0.635547,0.062318,0.0278034,-12.4576,-7.78824,0,-11.0795
1.99754,-9.2654,0,-0.634876,0.0684539,0.0278034,-12.4347,-10.3529,0,-11.0694
2.00559,-9.26009,0,-0.634301,0.103544,0.0278034,-12.3431,-9.03529,0,-11.0608
2.01388,-9.25472,0,-0.633534,0.103544,0.0276117,-12.1507,-10.7647,0,-11.0493
2.02253,-9.24872,0,-0.632767,0.0955862,0.0275158,-12.0271,-11.0353,0,-11.0377
2.03047,-9.24334,0,-0.632,0.0912719,0.0274199,-11.908,-10.3765,0,-11.0262
2.0386,-9.23791,0,-0.631329,0.0736311,0.0274199,-11.9263,-6.65882,0,-11.0161
2.04694,-9.23245,0,-0.63085,0.079,0.0274199,-12.0042,-9.42353,0,-11.0088
2.05561,-9.22636,0,-0.630083,0.0791918,0.0275158,-12.1278,-8.43529,0,-10.9973
2.06345,-9.22096,0,-0.629411,0.0890668,0.0276117,-12.2652,-6.45882,0,-10.9872
2.0715,-9.21549,0,-0.62874,0.0959697,0.0276117,-12.2149,-8.30588,0,-10.977
2.08065,-9.20925,0,-0.628069,0.102681,0.0276117,-12.1278,-9.12941,0,-10.9669
2.08955,-9.2031,0,-0.627111,0.107954,0.0276117,-12.0729,-9.03529,0,-10.9524
2.09755,-9.19758,0,-0.626248,0.0886833,0.0276117,-12.082,-6.10588,0,-10.9394
2.10607,-9.19186,0,-0.625577,0.100476,0.0276117,-12.0683,-7.69412,0,-10.9292
2.11446,-9.18575,0,-0.62481,0.116487,0.0276117,-11.9996,-9.68235,0,-10.9176
2.12247,-9.18018,0,-0.623755,0.112364,0.0275158,-11.9172,-8.89412,0,-10.9016
2.13055,-9.17457,0,-0.622988,0.100092,0.0276117,-11.9309,-7.89412,0,-10.89
2.13961,-9.16817,0,-0.622125,0.12013,0.0276117,-11.9126,-8.76471,0,-10.8769
2.14862,-9.16187,0,-0.62107,0.111405,0.0275158,-11.8668,-7.17647,0,-10.8609
2.15652,-9.15622,0,-0.620112,0.11572,0.0276117,-11.9126,-5.12941,0,-10.8464
2.16579,-9.14992,0,-0.619153,0.138058,0.0276117,-11.8576,-6.94118,0,-10.8318
2.17456,-9.14337,0,-0.618003,0.127896,0.0275158,-11.8072,-8.62353,0,-10.8143
2.1827,-9.13763,0,-0.616852,0.13058,0.0275158,-11.821,-8.07059,0,-10.7968
2.19057,-9.1319,0,-0.616085,0.132306,0.0275158,-11.8072,-9.52941,0,-10.7851
2.19861,-9.1261,0,-0.614743,0.13058,0.0275158,-11.8485,-6.77647,0,-10.7647
2.20651,-9.12038,0,-0.613688,0.146399,0.0275158,-11.8714,-9.51765,0,-10.7486
2.21455,-9.11458,0,-0.612538,0.135182,0.0275158,-11.8668,-9,0,-10.731
2.223,-9.10876,0,-0.611387,0.133648,0.0274199,-11.8851,-7.56471,0,-10.7134
2.2316,-9.10214,0,-0.610237,0.142277,0.0274199,-11.853,-5.54118,0,-10.6959
2.23955,-9.09635,0,-0.60899,0.146783,0.0274199,-11.8439,-10.1529,0,-10.6768
